player_name,foot_enc,match_time,score_diff,is_shootout,home_away,pressure_index,zone_target,source
Sergei Ignashevich,1,65,-2,0,1,2.6,MR,real
Jorge Resurrección Merodio,1,24,2,0,1,0.96,BL,real
Aleksandr Golovin,1,16,1,0,1,1.07,BC,real
Sergio Ramos García,1,74,0,0,0,4.93,ML,real
Denis Cheryshev,0,82,0,0,0,5.47,MC,real
Iago Aspas Juncal,0,62,-1,0,0,4.13,MC,real
Eden Hazard,1,99,1,0,0,6.6,BL,real
Christian Alberto Cueva Bravo,1,68,0,0,1,4.53,TC,real
Victor Moses,1,29,-2,0,1,1.16,BR,real
Andreas Granqvist,1,48,0,0,1,3.2,TL,real
Shinji Kagawa,1,79,2,0,1,3.16,BC,real
Mohamed Salah,0,68,1,0,1,4.53,TR,real
Fyodor Smolov,1,106,-1,0,0,7.07,ML,real
Marcelo BrozoviāE1,1,69,-2,0,0,2.64,MR,real
Alan Dzagoev,1,69,2,0,1,2.76,BR,real
Mateo KovačiāE1,1,33,2,0,0,1.32,BR,real
Mário Figueira Fernandes,1,55,0,0,0,3.67,BL,real
Luka ModriāE1,1,101,0,0,1,6.73,BL,real
Sergei Ignashevich,1,72,0,0,1,4.8,BL,real
Domagoj Vida,1,79,0,0,0,5.27,ML,real
Daler Kuzyaev,1,61,-1,0,0,4.07,BL,real
Ivan RakitiāE1,1,51,-2,0,0,2.04,BL,real
Fahad Mosaed Al Muwallad Al Harbi,1,63,-1,0,1,4.2,BL,real
Salman Mohammed Al Faraj,0,54,1,0,1,3.6,TL,real
Johan Neeskens,1,62,-1,0,1,4.13,MC,real
Paul Breitner,1,74,-1,0,1,4.93,BL,real
Marko LeškoviāE1,1,51,0,0,0,3.4,ML,real
João Victor de Albuquerque Bruno,1,79,-1,0,1,5.27,ML,real
Nishu Kumar Tashni,1,56,-1,0,0,3.73,BL,real
Javier Siverio Toro,1,86,0,0,0,5.73,TL,real
Ayush Adhikari,1,78,0,0,1,5.2,TR,real
Khassa Camara,1,58,0,0,1,3.87,MR,real
Jeakson Singh Thaunaojam,1,71,2,0,0,2.84,MR,real
Halicharan Narzary,0,50,-1,0,0,3.33,MC,real
Jorge Rolando Pereyra Díaz,1,50,2,0,0,2,BL,real
Airam López Cabrera,0,89,2,0,1,3.56,MR,real
Álvaro Vázquez García,1,82,1,0,1,5.47,BL,real
Diego Maurício Machado de Brito,1,52,0,0,0,3.47,ML,real
Cleiton Augusto Oliveira Silva,1,58,0,0,0,3.87,BL,real
Igor Angulo Albóniga,0,54,0,0,0,3.6,BC,real
Diego Maurício Machado de Brito,1,39,0,0,0,2.6,MC,real
Greg Stewart,0,63,-3,0,0,1.26,BR,real
Greg Stewart,0,19,2,0,0,0.76,BR,real
Greg Stewart,0,59,0,0,0,3.93,TC,real
Jonathas Cristian de Jesus,1,42,1,0,1,2.8,TL,real
David Joel Williams,1,60,0,0,1,4,TL,real
Iman Basafa,1,69,-3,0,0,1.38,ML,real
Ahmed Jahouh,1,54,0,0,1,3.6,ML,real
Airam López Cabrera,0,85,0,0,0,5.67,BL,real
Antonio PeroševiāE0,0,78,0,0,1,5.2,TL,real
Joni Ensio Kauko,1,15,0,0,0,1,MR,real
Francisco Javier Hernández González,0,10,-1,0,1,0.67,BR,real
Franjo Prce,0,91,0,0,0,6.07,BL,real
Cleiton Augusto Oliveira Silva,1,80,0,0,1,5.33,BR,real
João Victor de Albuquerque Bruno,1,53,2,0,0,2.12,ML,real
Jorge Rolando Pereyra Díaz,1,18,-1,0,1,1.2,BR,real
Cleiton Augusto Oliveira Silva,1,77,0,0,0,5.13,BR,real
Roy Krishna,1,24,-1,0,1,1.6,MR,real
Igor Angulo Albóniga,0,83,0,0,0,5.53,TR,real
Łukasz Gikiewicz,1,53,0,0,1,3.53,MR,real
Igor Angulo Albóniga,0,79,0,0,0,5.27,MR,real
Sunil Chhetri,1,31,2,0,1,1.24,BL,real
Daniel Chima Chukwu,1,62,-1,0,1,4.13,BL,real
Roy Krishna,1,81,0,0,1,5.4,BC,real
Vladimir Koman Jr.,1,67,-3,0,0,1.34,BR,real
Sunil Chhetri,1,82,-1,0,0,5.47,BL,real
João Victor de Albuquerque Bruno,1,52,0,0,0,3.47,BL,real
Jorge Ortiz Mendoza,1,38,-2,0,1,1.52,BR,real
Lionel Andrés Messi Cuccittini,0,63,0,0,1,4.2,BL,real
Sergio Ramos García,1,11,0,0,0,0.73,BL,real
Jaime Mata Arnaiz,1,14,1,0,1,0.93,BL,real
Lionel Andrés Messi Cuccittini,0,58,0,0,0,3.87,ML,real
Lionel Andrés Messi Cuccittini,0,57,0,0,1,3.8,BL,real
Rafael Mir Vicente,1,59,0,0,0,3.93,BR,real
Enes Ünal,1,63,-2,0,0,2.52,BL,real
Antoine Griezmann,0,51,-2,0,0,2.04,BR,real
Lionel Andrés Messi Cuccittini,0,116,0,0,0,7.73,BL,real
Alejandro Fernández Iglesias,1,112,3,0,0,2.24,BL,real
Antoine Griezmann,0,43,-3,0,0,0.86,ML,real
Lionel Andrés Messi Cuccittini,0,77,0,0,0,5.13,TR,real
Lionel Andrés Messi Cuccittini,0,20,1,0,0,1.33,BR,real
Lionel Andrés Messi Cuccittini,0,11,1,0,1,0.73,TR,real
Mikel Oyarzabal Ugarte,0,70,0,0,0,4.67,BC,real
Maximiliano Gómez González,1,83,0,0,0,5.53,MR,real
Lionel Andrés Messi Cuccittini,0,77,0,0,1,5.13,MR,real
Saúl Ñíguez Esclapez,0,52,1,0,1,3.47,BR,real
Lionel Andrés Messi Cuccittini,0,49,-1,0,0,3.27,ML,real
Saúl Ñíguez Esclapez,0,65,2,0,1,2.6,BR,real
Lionel Andrés Messi Cuccittini,0,67,-3,0,1,1.34,BL,real
Sergio Canales Madrazo,0,45,1,0,1,3,BL,real
Álvaro Vadillo Cifuentes,1,106,-2,0,0,4.24,BL,real
Luis Alberto Suárez Díaz,1,56,-1,0,0,3.73,ML,real
Luis Alberto Suárez Díaz,1,21,-3,0,0,0.42,BL,real
Lionel Andrés Messi Cuccittini,0,100,0,0,1,6.67,BR,real
Lionel Andrés Messi Cuccittini,0,81,0,0,1,5.4,BR,real
Daniel Parejo Muñoz,1,72,-1,0,1,4.8,ML,real
Lionel Andrés Messi Cuccittini,0,79,0,0,1,5.27,BC,real
Lionel Andrés Messi Cuccittini,0,50,0,0,0,3.33,TR,real
Luis Alberto Suárez Díaz,1,45,1,0,0,3,MR,real
Luis Alberto Suárez Díaz,1,82,1,0,1,5.47,BR,real
Lionel Andrés Messi Cuccittini,0,55,0,0,1,3.67,BR,real
Daniel Parejo Muñoz,1,66,-1,0,0,4.4,BR,real
Jonathan Calleri,1,65,-1,0,0,4.33,TR,real
Lionel Andrés Messi Cuccittini,0,116,2,0,1,4.64,ML,real
Lionel Andrés Messi Cuccittini,0,82,-2,0,0,3.28,MC,real
Lionel Andrés Messi Cuccittini,0,58,0,0,0,3.87,ML,real
Lionel Andrés Messi Cuccittini,0,56,2,0,1,2.24,MR,real
Lionel Andrés Messi Cuccittini,0,61,2,0,0,2.44,TR,real
Javier Alejandro Mascherano,1,62,0,0,0,4.13,TC,real
Lionel Andrés Messi Cuccittini,0,54,0,0,1,3.6,BC,real
Lionel Andrés Messi Cuccittini,0,53,0,0,0,3.53,BL,real
Lionel Andrés Messi Cuccittini,0,56,1,0,1,3.73,MC,real
Lionel Andrés Messi Cuccittini,0,42,-2,0,0,1.68,MR,real
Lionel Andrés Messi Cuccittini,0,67,-1,0,0,4.47,TC,real
Lionel Andrés Messi Cuccittini,0,61,0,0,0,4.07,TL,real
Borja González Tomás,1,41,-1,0,1,2.73,BL,real
Charles Días Barbosa de Oliveira,1,27,0,0,0,1.8,BL,real
José Antonio García Rabasco,1,63,0,0,1,4.2,TL,real
Rubén Castro Martín,1,78,1,0,0,5.2,BR,real
Giuseppe Rossi,0,56,1,0,0,3.73,BL,real
Youssef El-Arabi,1,86,0,0,1,5.73,BL,real
Youssef El-Arabi,1,36,1,0,1,2.4,MR,real
Álvaro Vázquez García,1,79,-1,0,1,5.27,BC,real
Francisco Alcácer García,1,44,0,0,0,2.93,BL,real
Kevin Gameiro,1,13,-1,0,0,0.87,BL,real
Duje Čop,1,53,1,0,1,3.53,TR,real
Jonathan Viera Ramos,1,92,1,0,0,6.13,TR,real
Kevin Gameiro,1,60,2,0,0,2.4,BL,real
Cristiano Ronaldo dos Santos Aveiro,1,2,1,0,1,0.13,TC,real
Jonathan Viera Ramos,1,54,2,0,1,2.16,ML,real
Youssef El-Arabi,1,58,-1,0,0,3.87,BL,real
Cristiano Ronaldo dos Santos Aveiro,1,62,2,0,1,2.48,BL,real
Aritz Aduriz Zubeldia,1,51,0,0,1,3.4,BR,real
Youssef El-Arabi,1,46,0,0,0,3.07,MR,real
Cristiano Ronaldo dos Santos Aveiro,1,104,0,0,1,6.93,BL,real
Jonathan Viera Ramos,1,65,0,0,1,4.33,BR,real
Antoine Griezmann,0,77,-1,0,0,5.13,BR,real
Youssef El-Arabi,1,59,-1,0,0,3.93,BR,real
Cristiano Ronaldo dos Santos Aveiro,1,84,-2,0,0,3.36,BR,real
Saúl Berjón Pérez,1,62,0,0,1,4.13,ML,real
Cristiano Ronaldo dos Santos Aveiro,1,115,1,0,0,7.67,BC,real
Francisco Alcácer García,1,86,0,0,0,5.73,ML,real
Bruno Soriano Llido,0,56,0,0,0,3.73,BL,real
Rubén Castro Martín,1,70,0,0,0,4.67,MR,real
Jonathan Viera Ramos,1,80,0,0,0,5.33,BC,real
Cristiano Ronaldo dos Santos Aveiro,1,48,-1,0,1,3.2,BL,real
Lucas Pérez Martínez,0,15,1,0,1,1,BC,real
Saúl Berjón Pérez,1,87,-1,0,0,5.8,ML,real
Kevin Gameiro,1,119,1,0,0,7.93,ML,real
Aritz Aduriz Zubeldia,1,62,1,0,0,4.13,TC,real
Roberto Trashorras Gayoso,1,68,0,0,1,4.53,MC,real
Jonathan Rodríguez Menéndez,0,29,1,0,1,1.93,ML,real
Daniel García Carrillo,1,98,-1,0,1,6.53,BL,real
Manuel Agudo Durán,1,25,1,0,1,1.67,BL,real
Luis Alberto Suárez Díaz,1,110,1,0,0,7.33,BL,real
Sérgio Paulo Barbosa Valente,0,4,1,0,0,0.27,BR,real
Daniel Parejo Muñoz,1,26,0,0,0,1.73,MC,real
Roberto Trashorras Gayoso,1,74,1,0,1,4.93,ML,real
Francisco Alcácer García,1,8,3,0,0,0.16,BL,real
Aritz Aduriz Zubeldia,1,74,0,0,0,4.93,BL,real
Éver Maximiliano David Banega,1,47,1,0,1,3.13,BL,real
Kevin Gameiro,1,23,1,0,1,1.53,BL,real
Yevhen Konoplyanka,1,96,0,0,0,6.4,ML,real
Aritz Aduriz Zubeldia,1,94,2,0,1,3.76,MR,real
Iago Aspas Juncal,0,85,0,0,1,5.67,MC,real
Youssef El-Arabi,1,26,0,0,1,1.73,BR,real
Saúl Berjón Pérez,1,29,-1,0,1,1.93,TL,real
Rubén Castro Martín,1,74,-1,0,0,4.93,MC,real
Arnaldo Antonio Sanabria Ayala,1,90,1,0,1,6,BR,real
Jonathan Viera Ramos,1,67,0,0,1,4.47,BR,real
Bruno Soriano Llido,0,19,0,0,1,1.27,BR,real
Borja González Tomás,1,73,-1,0,1,4.87,TL,real
Xabier Prieto Argarate,1,101,0,0,1,6.73,TC,real
Borja González Tomás,1,65,1,0,1,4.33,MC,real
Kevin Gameiro,1,117,1,0,1,7.8,BL,real
Pedro León Sánchez Gil,1,86,-2,0,1,3.44,BL,real
Aritz Aduriz Zubeldia,1,19,0,0,1,1.27,BL,real
Bruno Soriano Llido,0,83,0,0,0,5.53,BL,real
Daniel Parejo Muñoz,1,86,0,0,1,5.73,BR,real
Nordin Amrabat,1,31,0,0,0,2.07,BR,real
Cristiano Ronaldo dos Santos Aveiro,1,111,0,0,1,7.4,TC,real
Cristiano Ronaldo dos Santos Aveiro,1,34,0,0,1,2.27,BR,real
Rubén Castro Martín,1,68,0,0,1,4.53,BL,real
Roberto Trashorras Gayoso,1,81,0,0,1,5.4,BL,real
Jorge Franco Alviz,1,62,0,0,0,4.13,BR,real
Neymar da Silva Santos Junior,1,66,1,0,0,4.4,BL,real
Neymar da Silva Santos Junior,1,37,1,0,1,2.47,BR,real
Antoine Griezmann,0,16,0,0,1,1.07,BC,real
Neymar da Silva Santos Junior,1,20,1,0,1,1.33,BL,real
Felipe Salvador Caicedo Corozo,0,15,1,0,1,1,MR,real
Gerard Moreno Balaguero,0,24,-1,0,1,1.6,BR,real
Fabián Ariel Orellana Valenzuela,1,6,0,0,0,0.4,BR,real
Cristiano Ronaldo dos Santos Aveiro,1,80,-1,0,0,5.33,BR,real
Saúl Berjón Pérez,1,49,1,0,1,3.27,TC,real
Youssef El-Arabi,1,77,-1,0,1,5.13,BR,real
Manuel Agudo Durán,1,20,0,0,1,1.33,BL,real
Lionel Andrés Messi Cuccittini,0,46,-1,0,1,3.07,BR,real
Luis Alberto Suárez Díaz,1,72,0,0,1,4.8,MC,real
Luis Alberto Suárez Díaz,1,9,2,0,1,0.36,MR,real
Luis Alberto Suárez Díaz,1,67,0,0,1,4.47,TC,real
Neymar da Silva Santos Junior,1,67,1,0,0,4.47,BC,real
Neymar da Silva Santos Junior,1,24,3,0,1,0.48,TC,real
Lionel Andrés Messi Cuccittini,0,39,1,0,1,2.6,BL,real
Luis Alberto Suárez Díaz,1,68,-1,0,0,4.53,ML,real
Neymar da Silva Santos Junior,1,45,1,0,1,3,ML,real
Lionel Andrés Messi Cuccittini,0,68,-2,0,1,2.72,BR,real
Lionel Andrés Messi Cuccittini,0,21,0,0,1,1.4,MC,real
Neymar da Silva Santos Junior,1,64,1,0,0,4.27,TR,real
Lionel Andrés Messi Cuccittini,0,66,0,0,1,4.4,TC,real
Lionel Andrés Messi Cuccittini,0,71,0,0,0,4.73,TC,real
John Guidetti,1,80,0,0,1,5.33,ML,real
Lionel Andrés Messi Cuccittini,0,3,1,0,1,0.2,BR,real
Lionel Andrés Messi Cuccittini,0,70,1,0,1,4.67,TC,real
Lionel Andrés Messi Cuccittini,0,74,0,0,1,4.93,BR,real
Alberto Bueno Calvo,1,83,1,0,0,5.53,TC,real
Neymar da Silva Santos Junior,1,11,-1,0,1,0.73,BR,real
Cristiano Ronaldo dos Santos Aveiro,1,5,-1,0,1,0.33,BR,real
Mario MandžukiāE1,1,105,0,0,0,7,TC,real
Lionel Andrés Messi Cuccittini,0,90,3,0,0,1.8,BL,real
Francisco Manuel Rico Castro,1,50,-1,0,0,3.33,MR,real
Daniel Parejo Muñoz,1,78,-1,0,1,5.2,BL,real
Lionel Andrés Messi Cuccittini,0,56,-1,0,1,3.73,BR,real
Lionel Andrés Messi Cuccittini,0,99,1,0,1,6.6,MR,real
Lionel Andrés Messi Cuccittini,0,35,-1,0,1,2.33,ML,real
Lionel Andrés Messi Cuccittini,0,54,0,0,0,3.6,BL,real
Lionel Andrés Messi Cuccittini,0,81,3,0,1,1.62,MR,real
Roberto Trashorras Gayoso,1,95,-3,0,0,1.9,ML,real
Lionel Andrés Messi Cuccittini,0,49,0,0,0,3.27,ML,real
Lionel Andrés Messi Cuccittini,0,84,0,0,0,5.6,BL,real
Lionel Andrés Messi Cuccittini,0,80,1,0,0,5.33,TR,real
Cristiano Ronaldo dos Santos Aveiro,1,90,0,0,1,6,BL,real
Lionel Andrés Messi Cuccittini,0,76,0,0,1,5.07,MR,real
Lionel Andrés Messi Cuccittini,0,85,-1,0,1,5.67,TR,real
Jorge Molina Vidal,1,51,1,0,0,3.4,ML,real
Lionel Andrés Messi Cuccittini,0,86,1,0,0,5.73,TL,real
Víctor Casadesús Castaño,1,53,-1,0,0,3.53,BC,real
Luís Miguel Afonso Fernandes,1,60,0,0,1,4,MR,real
José Javier Barkero Saludes,0,99,1,0,0,6.6,BL,real
Lionel Andrés Messi Cuccittini,0,45,-3,0,0,0.9,BL,real
Lionel Andrés Messi Cuccittini,0,51,-1,0,1,3.4,BL,real
Lionel Andrés Messi Cuccittini,0,64,0,0,1,4.27,MR,real
Lionel Andrés Messi Cuccittini,0,25,0,0,1,1.67,MR,real
Ángel Lafita Castillo,1,79,-1,0,0,5.27,BR,real
Lionel Andrés Messi Cuccittini,0,58,0,0,1,3.87,TC,real
Lionel Andrés Messi Cuccittini,0,95,-1,0,0,6.33,BR,real
Guilherme Magdalena Siqueira,0,82,0,0,1,5.47,BL,real
Guilherme Magdalena Siqueira,0,8,1,0,0,0.53,BR,real
Lionel Andrés Messi Cuccittini,0,73,0,0,1,4.87,BC,real
Lionel Andrés Messi Cuccittini,0,1,-2,0,1,0.04,TR,real
Lionel Andrés Messi Cuccittini,0,74,1,0,1,4.93,ML,real
Lionel Andrés Messi Cuccittini,0,88,-1,0,0,5.87,BR,real
Lionel Andrés Messi Cuccittini,0,65,1,0,0,4.33,MR,real
Lionel Andrés Messi Cuccittini,0,61,0,0,1,4.07,TR,real
José Javier Barkero Saludes,0,44,1,0,1,2.93,BL,real
Lionel Andrés Messi Cuccittini,0,90,-1,0,0,6,TR,real
Lionel Andrés Messi Cuccittini,0,71,-1,0,0,4.73,BR,real
Lionel Andrés Messi Cuccittini,0,15,0,0,0,1,BR,real
Lionel Andrés Messi Cuccittini,0,6,-2,0,0,0.24,BR,real
Lionel Andrés Messi Cuccittini,0,73,-1,0,0,4.87,BR,real
Manuel del Moral Fernández,1,59,1,0,0,3.93,ML,real
Lionel Andrés Messi Cuccittini,0,96,1,0,0,6.4,MC,real
Cristiano Ronaldo dos Santos Aveiro,1,8,-2,0,0,0.32,MR,real
Xabier Prieto Argarate,1,12,1,0,1,0.8,MC,real
Andoni Iraola Sagarna,1,111,1,0,0,7.4,BR,real
Mohamed Gasana Tchité,1,30,1,0,0,2,ML,real
Lionel Andrés Messi Cuccittini,0,55,0,0,0,3.67,BR,real
Roberto Soldado Rillo,1,53,0,0,1,3.53,BC,real
Zlatan IbrahimoviāE1,1,56,0,0,0,3.73,BL,real
Samuel Eto''o Fils,1,41,0,0,0,2.73,BR,real
Samuel Eto''o Fils,1,94,2,0,0,3.76,BL,real
Lionel Andrés Messi Cuccittini,0,54,-1,0,0,3.6,ML,real
Nikola ŽigiāE1,1,79,0,0,0,5.27,BL,real
Matías Ariel Fernández Fernández,1,48,-2,0,0,1.92,TL,real
Lionel Andrés Messi Cuccittini,0,92,2,0,1,3.68,BL,real
Samuel Eto''o Fils,1,74,0,0,0,4.93,BL,real
Diego Forlán Corazo,1,88,0,0,0,5.87,ML,real
Lionel Andrés Messi Cuccittini,0,80,1,0,1,5.33,BL,real
Samuel Eto''o Fils,1,64,3,0,1,1.28,ML,real
Lionel Andrés Messi Cuccittini,0,48,-1,0,1,3.2,BR,real
Emilio José Viqueira Moure,1,83,1,0,0,5.53,BR,real
Ronaldo de Assis Moreira,1,46,1,0,0,3.07,BL,real
Rahamat Riga Mustapha,1,76,-2,0,0,3.04,BL,real
Iván Daniel Alonso Vallejo,0,76,1,0,1,5.07,TC,real
Diego Forlán Corazo,1,54,0,0,0,3.6,BC,real
Marcos Antonio Senna da Silva,1,79,0,0,1,5.27,MC,real
Marcos Antonio Senna da Silva,1,13,0,0,1,0.87,BC,real
Ronaldo de Assis Moreira,1,53,-1,0,1,3.53,BR,real
Lionel Andrés Messi Cuccittini,0,56,-1,0,0,3.73,MC,real
Lionel Andrés Messi Cuccittini,0,82,-1,0,1,5.47,BR,real
Lionel Andrés Messi Cuccittini,0,90,-1,0,0,6,BL,real
Diego Alberto Milito,1,57,0,0,1,3.8,TC,real
Ronaldo de Assis Moreira,1,87,0,0,1,5.8,MR,real
Ruud van Nistelrooy,1,31,-1,0,1,2.07,BR,real
Lionel Andrés Messi Cuccittini,0,87,0,0,0,5.8,BC,real
Ronaldo de Assis Moreira,1,80,0,0,1,5.33,BC,real
Ronaldo de Assis Moreira,1,52,0,0,0,3.47,TL,real
Ruud van Nistelrooy,1,59,2,0,0,2.36,BR,real
Ronaldo de Assis Moreira,1,76,0,0,0,5.07,BR,real
Ezequiel Marcelo Garay,1,3,1,0,1,0.2,BL,real
Jonás Manuel Gutiérrez,1,1,-2,0,1,0.04,BL,real
Ronaldo de Assis Moreira,1,90,1,0,0,6,BR,real
Ronaldo de Assis Moreira,1,82,3,0,1,1.64,BR,real
Fabián Larry Estoyanoff Poggio,1,64,1,0,1,4.27,BR,real
Ronaldo de Assis Moreira,1,56,0,0,0,3.73,TL,real
Ronaldo de Assis Moreira,1,3,0,0,1,0.2,ML,real
Ronaldo de Assis Moreira,1,89,0,0,1,5.93,BL,real
Ronaldo de Assis Moreira,1,58,0,0,0,3.87,TL,real
Francisco Javier Casquero Paredes,1,107,1,0,0,7.13,BR,real
Ronaldo de Assis Moreira,1,61,3,0,1,1.22,BR,real
Ronaldo de Assis Moreira,1,89,0,0,0,5.93,BL,real
Ronaldo de Assis Moreira,1,42,-2,0,1,1.68,BR,real
Samuel Eto''o Fils,1,71,0,0,0,4.73,ML,real
Ronaldo de Assis Moreira,1,57,-1,0,0,3.8,BL,real
Kylian Mbappé Lottin,1,46,-1,0,0,3.07,MR,real
Grejohn Kyei,1,99,0,0,1,6.6,BL,real
Alexandre Lacazette,1,65,1,0,1,4.33,BL,real
Jonathan David,1,90,-1,0,1,6,BR,real
Neymar da Silva Santos Junior,1,65,-1,0,0,4.33,BL,real
Kylian Mbappé Lottin,1,77,-2,0,1,3.08,MR,real
Neymar da Silva Santos Junior,1,57,1,0,1,3.8,BL,real
Przemysław Frankowski,1,80,0,0,0,5.33,ML,real
Kylian Mbappé Lottin,1,80,-2,0,1,3.2,MR,real
Kylian Mbappé Lottin,1,73,-3,0,0,1.46,TL,real
Islam Slimani,1,27,0,0,1,1.8,MR,real
Neymar da Silva Santos Junior,1,80,-1,0,1,5.33,BL,real
Kylian Mbappé Lottin,1,37,0,0,0,2.47,BR,real
Neymar da Silva Santos Junior,1,72,0,0,0,4.8,BC,real
Kylian Mbappé Lottin,1,63,2,0,1,2.52,BL,real
Kylian Mbappé Lottin,1,1,-1,0,0,0.07,BL,real
Neymar da Silva Santos Junior,1,2,0,0,0,0.13,BL,real
Florian Tardieu,1,79,-2,0,0,3.16,MC,real
Ludovic Blas,0,104,2,0,1,4.16,MC,real
Neymar da Silva Santos Junior,1,83,3,0,0,1.66,BC,real
Steven Fletcher,0,83,1,0,0,5.53,BR,real
Thibault Giresse,0,95,0,0,1,6.33,BL,real
Jonas Martin,1,55,-1,0,0,3.67,BL,real
Andy Delort,1,39,1,0,1,2.6,TL,real
Éderzito António Macedo Lopes,1,76,1,0,1,5.07,ML,real
Fábio Henrique Tavares,1,5,-1,0,1,0.33,MC,real
Martin Braithwaite Christensen,1,46,0,0,0,3.07,TC,real
Grejohn Kyei,1,71,0,0,1,4.73,TL,real
Andy Delort,1,71,1,0,1,4.73,BL,real
Thomas Mangani,0,62,0,0,0,4.13,TR,real
Wissam Ben Yedder,1,90,0,0,0,6,BL,real
Mohamed Larbi,1,85,0,0,0,5.67,BR,real
Hatem Ben Arfa,0,47,-1,0,0,3.13,MR,real
Benjamin Nivet,1,55,0,0,0,3.67,BL,real
Hatem Ben Arfa,0,55,-2,0,0,2.2,BL,real
Lucas Rodrigues Moura da Silva,1,7,1,0,0,0.47,BL,real
Abdul Majeed Waris,1,24,0,0,0,1.6,BC,real
Gaël Danic,0,28,0,0,0,1.87,BC,real
Vágner Silva de Souza,1,86,-1,0,1,5.73,MR,real
Fábio Henrique Tavares,1,11,-1,0,0,0.73,TC,real
Thomas Mangani,0,69,0,0,0,4.6,MC,real
Alexandre Lacazette,1,78,-1,0,0,5.2,BR,real
Edinson Roberto Cavani Gómez,1,82,-2,0,0,3.28,BL,real
Wissam Ben Yedder,1,21,1,0,0,1.4,BR,real
Martin Braithwaite Christensen,1,80,0,0,0,5.33,TL,real
Cheick Tidiane Diabaté,1,50,0,0,1,3.33,ML,real
Julien Féret,1,97,0,0,1,6.47,BL,real
Thibault Giresse,0,52,1,0,1,3.47,MR,real
Billy Ketkeophomphone,1,63,0,0,1,4.2,BC,real
Andy Delort,1,104,1,0,1,6.93,BR,real
Benjamin Moukandjo Bilé,1,61,2,0,0,2.44,BL,real
Ousmane Dembélé,1,79,0,0,1,5.27,MR,real
Alexander Toft Søderlund,1,31,0,0,1,2.07,BC,real
Wissam Ben Yedder,1,20,1,0,1,1.33,BL,real
Wissam Ben Yedder,1,53,0,0,1,3.53,ML,real
Wissam Ben Yedder,1,62,0,0,0,4.13,BL,real
Sofiane Boufal,1,56,0,0,1,3.73,BL,real
Fallou Diagne,1,54,0,0,1,3.6,BL,real
Fallou Diagne,1,53,-1,0,0,3.53,TR,real
Valentin Eysseric,1,54,0,0,0,3.6,BR,real
Zlatan IbrahimoviāE1,1,18,-1,0,1,1.2,BL,real
Valentin Eysseric,1,4,0,0,0,0.27,BL,real
Martin Braithwaite Christensen,1,71,0,0,0,4.73,BL,real
Zlatan IbrahimoviāE1,1,64,2,0,0,2.56,BR,real
Giovanni-Guy Yann Sio,0,65,-2,0,1,2.6,MC,real
Jimmy Briand,1,21,0,0,0,1.4,BL,real
Alexandre Lacazette,1,67,0,0,0,4.47,TC,real
Abdoul Razzagui Camara,0,79,-3,0,0,1.58,ML,real
Thomas Mangani,0,84,-1,0,0,5.6,TR,real
Floyd Ayité,1,69,-1,0,1,4.6,BL,real
Hatem Ben Arfa,0,37,-1,0,1,2.47,MC,real
Hatem Ben Arfa,0,29,-1,0,1,1.93,BL,real
Nolan Roux,1,74,0,0,1,4.93,BR,real
Fábio Henrique Tavares,1,41,0,0,1,2.73,BL,real
Lacina Traoré,0,111,-3,0,0,2.22,BR,real
Andy Delort,1,79,-1,0,1,5.27,BL,real
Jacques Zoua Daogari,1,77,-2,0,0,3.08,BR,real
Fábio Henrique Tavares,1,52,0,0,1,3.47,TL,real
Zlatan IbrahimoviāE1,1,6,0,0,1,0.4,BL,real
Diego Rigonato Rodrigues,0,90,0,0,0,6,TR,real
Andy Delort,1,53,-1,0,1,3.53,TR,real
Benjamin Moukandjo Bilé,1,64,-3,0,1,1.28,TC,real
Benjamin Nivet,1,1,2,0,0,0.04,ML,real
Benjamin Moukandjo Bilé,1,75,-1,0,1,5,MR,real
Thomas Mangani,0,25,-1,0,0,1.67,BL,real
Claudio Beauvue,1,64,-1,0,0,4.27,MR,real
Benjamin Moukandjo Bilé,1,103,3,0,0,2.06,TR,real
Michy Batshuayi Tunga,1,56,0,0,0,3.73,MR,real
Pedro Henrique Konzen Medina da Silva,1,87,0,0,1,5.8,BL,real
Zlatan IbrahimoviāE1,1,9,3,0,1,0.18,ML,real
Zlatan IbrahimoviāE1,1,107,-2,0,1,4.28,BL,real
Abdelaziz Barrada,1,49,3,0,1,0.98,ML,real
Abdul Majeed Waris,1,57,-1,0,1,3.8,BL,real
Sofiane Boufal,1,27,0,0,0,1.8,BL,real
Ryad Boudebouz,0,41,0,0,0,2.73,TL,real
Thomas Mangani,0,90,0,0,1,6,TC,real
Michy Batshuayi Tunga,1,78,2,0,1,3.12,BL,real
Jean-Christophe Bahebeck,1,16,-1,0,0,1.07,TL,real
"David N""Gog",1,25,3,0,1,0.5,BL,real
Fábio Henrique Tavares,1,31,0,0,0,2.07,BL,real
Zlatan IbrahimoviāE1,1,49,0,0,0,3.27,BL,real
Alexandre Lacazette,1,79,2,0,0,3.16,BL,real
Jonas Martin,1,106,-2,0,0,4.24,BR,real
Paul-Georges Ntep de Madiba,1,7,2,0,0,0.28,BL,real
Fábio Henrique Tavares,1,41,0,0,1,2.73,BL,real
Wahbi Khazri,1,89,1,0,1,5.93,BL,real
Sylvain Armand,0,50,-1,0,1,3.33,BL,real
Sloan Privat,0,10,0,0,0,0.67,BL,real
